resp,fqweight,urban,region,age,educattgen,marstat,abortion,hdi,hdi_c
711,0.573298931121826,rural,north,11,never attended,currently living with partner,0,0.475,-1.0409124148359898
712,2.11354660987854,rural,central 1,27,secondary/post-primary,currently living with partner,0,0.54,0.14857082846012368
713,0.774413764476776,urban,kampala,13,secondary/post-primary,currently living with partner,0,0.639,1.9602453067111254
714,1.08199954032898,rural,east central,11,secondary/post-primary,currently married,0,0.53,-0.03442659358543225
715,0.870838284492493,urban,west nile,16,primary/middle school,currently married,0,0.486,-0.8396152505858784
716,0.569035053253174,urban,east central,37,primary/middle school,currently married,0,0.53,-0.03442659358543225
717,0.715515851974487,rural,east central,10,never attended,currently living with partner,0,0.53,-0.03442659358543225
718,1.16218483448029,urban,north,38,never attended,divorced or separated,0,0.475,-1.0409124148359898
719,0.771679103374481,rural,south west,27,primary/middle school,currently married,0,0.518,-0.2540235000400994
720,0.221876218914986,rural,karamoja,19,primary/middle school,currently married,0,0.45,-1.4984059699498786
721,0.462453693151474,rural,west nile,22,primary/middle school,currently married,0,0.486,-0.8396152505858784
722,1.16218483448029,urban,north,17,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
723,0.459849834442139,rural,east central,24,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
724,2.03499150276184,rural,east central,31,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
725,0.732630848884583,rural,north,34,never attended,currently married,0,0.475,-1.0409124148359898
726,0.67438161373138406,rural,north,22,never attended,currently married,0,0.475,-1.0409124148359898
727,0.732630848884583,rural,north,12,primary/middle school,never married,0,0.475,-1.0409124148359898
728,0.870838284492493,urban,west nile,27,never attended,divorced or separated,0,0.486,-0.8396152505858784
729,0.783331871032715,rural,east central,26,secondary/post-primary,currently living with partner,0,0.53,-0.03442659358543225
730,1.23874318599701,rural,eastern,9,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
731,0.71438992023468,rural,south west,28,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
732,0.708830237388611,rural,north,10,primary/middle school,currently married,0,0.475,-1.0409124148359898
733,0.726765990257263,rural,west nile,12,secondary/post-primary,divorced or separated,0,0.486,-0.8396152505858784
734,1.23874318599701,rural,eastern,8,primary/middle school,never married,0,0.526,-0.10762556240365462
735,1.91893446445465,rural,western,34,never attended,currently living with partner,0,0.499,-0.6017186019266556
736,1.2955139875412,urban,central 1,13,tertiary/post-secondary,currently living with partner,0,0.54,0.14857082846012368
737,0.790351390838623,rural,central 2,8,primary/middle school,never married,0,0.586,0.990358969869679
738,0.462453693151474,rural,west nile,25,tertiary/post-secondary,currently married,0,0.486,-0.8396152505858784
739,1.42624497413635,rural,central 1,31,primary/middle school,divorced or separated,0,0.54,0.14857082846012368
740,2.01047205924988,rural,eastern,25,secondary/post-primary,currently married,0,0.526,-0.10762556240365462
741,0.356312274932861,urban,kampala,11,secondary/post-primary,never married,0,0.639,1.9602453067111254
742,0.403093278408051,urban,kampala,40,secondary/post-primary,currently married,0,0.639,1.9602453067111254
743,0.403093278408051,urban,kampala,9,secondary/post-primary,never married,0,0.639,1.9602453067111254
744,3.62319445610046,urban,central 2,18,secondary/post-primary,currently living with partner,0,0.586,0.990358969869679
745,0.963616847991943,rural,south west,16,tertiary/post-secondary,currently living with partner,0,0.518,-0.2540235000400994
746,1.10343849658966,rural,south west,19,never attended,divorced or separated,0,0.518,-0.2540235000400994
747,0.573298931121826,rural,north,7,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
748,0.890749514102936,rural,south west,13,secondary/post-primary,currently living with partner,0,0.518,-0.2540235000400994
749,0.890749514102936,rural,south west,10,primary/middle school,never married,0,0.518,-0.2540235000400994
750,0.743071973323822,urban,eastern,8,primary/middle school,currently married,0,0.526,-0.10762556240365462
751,0.97249847650528,rural,eastern,13,secondary/post-primary,currently living with partner,0,0.526,-0.10762556240365462
752,0.227233305573463,rural,karamoja,36,never attended,currently living with partner,0,0.45,-1.4984059699498786
753,0.732630848884583,rural,north,22,primary/middle school,currently married,0,0.475,-1.0409124148359898
754,2.20405745506287,rural,eastern,15,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
755,0.400493562221527,urban,kampala,13,primary/middle school,divorced or separated,0,0.639,1.9602453067111254
756,0.405174255371094,rural,east central,13,primary/middle school,currently living with partner,1,0.53,-0.03442659358543225
757,1.10343849658966,rural,south west,14,primary/middle school,divorced or separated,0,0.518,-0.2540235000400994
758,2.90652441978455,rural,central 2,37,never attended,currently married,0,0.586,0.990358969869679
759,0.462453693151474,rural,west nile,37,primary/middle school,currently married,0,0.486,-0.8396152505858784
760,0.227233305573463,rural,karamoja,19,never attended,currently living with partner,0,0.45,-1.4984059699498786
761,0.756367683410645,urban,south west,14,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
762,1.08199954032898,rural,east central,18,secondary/post-primary,currently living with partner,0,0.53,-0.03442659358543225
763,0.393813788890839,urban,kampala,9,primary/middle school,never married,0,0.639,1.9602453067111254
764,0.533455550670624,rural,south west,17,tertiary/post-secondary,currently married,0,0.518,-0.2540235000400994
765,3.62319445610046,urban,central 2,32,never attended,currently married,0,0.586,0.990358969869679
766,0.605311870574951,rural,north,36,never attended,currently married,0,0.475,-1.0409124148359898
767,0.391579538583755,urban,kampala,16,primary/middle school,divorced or separated,0,0.639,1.9602453067111254
768,1.82856130599976,rural,south west,10,primary/middle school,divorced or separated,0,0.518,-0.2540235000400994
769,1.08436417579651,rural,eastern,11,secondary/post-primary,never married,0,0.526,-0.10762556240365462
770,0.474608927965164,urban,kampala,37,primary/middle school,divorced or separated,1,0.639,1.9602453067111254
771,0.451668053865433,urban,kampala,17,secondary/post-primary,divorced or separated,0,0.639,1.9602453067111254
772,0.356312274932861,urban,kampala,15,secondary/post-primary,currently living with partner,0,0.639,1.9602453067111254
773,0.462453693151474,rural,west nile,9,primary/middle school,divorced or separated,0,0.486,-0.8396152505858784
774,0.624094724655151,rural,south west,17,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
775,1.42624497413635,rural,central 1,34,primary/middle school,currently living with partner,0,0.54,0.14857082846012368
776,2.6398618221283,rural,central 1,11,secondary/post-primary,never married,0,0.54,0.14857082846012368
777,0.7029869556427,rural,north,18,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
778,1.82856130599976,rural,south west,23,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
779,1.42624497413635,rural,central 1,16,never attended,currently living with partner,0,0.54,0.14857082846012368
780,0.783331871032715,rural,east central,13,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
781,0.521850943565369,urban,kampala,23,secondary/post-primary,currently living with partner,0,0.639,1.9602453067111254
782,0.779856145381927,rural,east central,6,primary/middle school,never married,0,0.53,-0.03442659358543225
783,1.08436417579651,rural,eastern,27,secondary/post-primary,currently living with partner,1,0.526,-0.10762556240365462
784,0.688387393951416,rural,south west,32,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
785,0.403276950120926,rural,karamoja,18,never attended,currently married,0,0.45,-1.4984059699498786
786,0.533117592334747,rural,east central,23,secondary/post-primary,currently living with partner,0,0.53,-0.03442659358543225
787,0.813002467155457,rural,west nile,15,primary/middle school,currently married,0,0.486,-0.8396152505858784
788,0.735556721687317,rural,south west,25,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
789,0.783331871032715,rural,east central,38,primary/middle school,currently married,0,0.53,-0.03442659358543225
790,0.726765990257263,rural,west nile,16,primary/middle school,divorced or separated,0,0.486,-0.8396152505858784
791,0.221876218914986,rural,karamoja,6,primary/middle school,never married,0,0.45,-1.4984059699498786
792,0.474608927965164,urban,kampala,18,secondary/post-primary,never married,0,0.639,1.9602453067111254
793,1.08199954032898,rural,east central,31,primary/middle school,widow or widower,0,0.53,-0.03442659358543225
794,2.35517024993896,rural,south west,9,secondary/post-primary,never married,0,0.518,-0.2540235000400994
795,1.07834649085999,rural,west nile,41,never attended,currently married,0,0.486,-0.8396152505858784
796,0.743305802345276,urban,east central,17,primary/middle school,divorced or separated,0,0.53,-0.03442659358543225
797,0.320326715707779,urban,karamoja,15,secondary/post-primary,currently living with partner,0,0.45,-1.4984059699498786
798,0.320326715707779,urban,karamoja,17,tertiary/post-secondary,currently married,0,0.45,-1.4984059699498786
799,0.569035053253174,urban,east central,20,primary/middle school,divorced or separated,0,0.53,-0.03442659358543225
800,1.08436417579651,rural,eastern,11,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
801,0.387008875608444,urban,kampala,15,primary/middle school,currently married,0,0.639,1.9602453067111254
802,1.08199954032898,rural,east central,16,never attended,divorced or separated,0,0.53,-0.03442659358543225
803,1.14116489887238,rural,central 2,27,primary/middle school,currently married,0,0.586,0.990358969869679
804,0.981557369232178,rural,north,18,tertiary/post-secondary,currently living with partner,0,0.475,-1.0409124148359898
805,0.221876218914986,rural,karamoja,27,primary/middle school,never married,0,0.45,-1.4984059699498786
806,1.10343849658966,rural,south west,11,secondary/post-primary,currently living with partner,0,0.518,-0.2540235000400994
807,1.74646699428558,rural,western,23,primary/middle school,currently married,0,0.499,-0.6017186019266556
808,1.14116489887238,rural,central 2,27,secondary/post-primary,currently living with partner,1,0.586,0.990358969869679
809,1.3285745382309,rural,central 1,16,secondary/post-primary,never married,0,0.54,0.14857082846012368
810,0.573298931121826,rural,north,10,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
811,1.07834649085999,rural,west nile,22,primary/middle school,currently married,0,0.486,-0.8396152505858784
812,0.813002467155457,rural,west nile,22,never attended,currently married,0,0.486,-0.8396152505858784
813,0.9742192029953,rural,central 2,13,primary/middle school,divorced or separated,0,0.586,0.990358969869679
814,0.267083436250687,urban,kampala,20,primary/middle school,divorced or separated,0,0.639,1.9602453067111254
815,1.17406678199768,rural,western,25,secondary/post-primary,divorced or separated,0,0.499,-0.6017186019266556
816,0.515802502632141,rural,east central,9,primary/middle school,divorced or separated,0,0.53,-0.03442659358543225
817,2.40215873718262,rural,western,10,primary/middle school,currently married,0,0.499,-0.6017186019266556
818,0.371642619371414,rural,karamoja,21,never attended,currently married,0,0.45,-1.4984059699498786
