gender,state,vote_biden,age_group,education_level,stateicp
female,KS,0,age_18-29,High school or less,kansas
female,FL,0,age_30-44,High school or less,florida
female,VA,1,age_30-44,Post sec +,virginia
female,CA,0,age_45-59,Some post sec,california
female,MI,1,age_30-44,High school or less,michigan
female,MD,1,age_30-44,High school or less,maryland
female,VA,0,age_30-44,Grad degree,virginia
male,NY,0,age_30-44,Some post sec,new york
female,KY,0,age_18-29,High school or less,kentucky
male,NY,1,age_30-44,Grad degree,new york
female,GA,0,age_60_or_more,High school or less,georgia
male,VA,1,age_18-29,Post sec +,virginia
male,NY,1,age_30-44,Grad degree,new york
female,CT,1,age_18-29,Post sec +,connecticut
female,NC,0,age_30-44,Some post sec,north carolina
female,AR,0,age_30-44,Some post sec,arkansas
female,IL,1,age_18-29,Post sec +,illinois
female,AK,0,age_45-59,High school or less,alaska
male,CT,1,age_45-59,Grad degree,connecticut
male,KS,0,age_60_or_more,Post sec +,kansas
female,VA,0,age_30-44,Grad degree,virginia
male,CO,0,age_30-44,Grad degree,colorado
male,NJ,0,age_30-44,High school or less,new jersey
female,CO,1,age_45-59,Post sec +,colorado
female,NJ,1,age_18-29,High school or less,new jersey
female,NM,1,age_45-59,Post sec +,new mexico
female,MN,1,age_18-29,Post sec +,minnesota
female,IL,0,age_18-29,High school or less,illinois
female,MI,0,age_30-44,Post sec +,michigan
male,NY,1,age_18-29,High school or less,new york
male,NY,1,age_30-44,High school or less,new york
female,MN,0,age_60_or_more,Some post sec,minnesota
female,MI,1,age_30-44,Post sec +,michigan
female,AK,1,age_18-29,Post sec +,alaska
female,WA,1,age_45-59,Some post sec,washington
female,MI,1,age_18-29,Post sec +,michigan
female,NC,1,age_30-44,High school or less,north carolina
male,HI,0,age_45-59,Some post sec,hawaii
female,IL,1,age_45-59,Post sec +,illinois
female,CT,1,age_30-44,Post sec +,connecticut
female,NC,1,age_30-44,Some post sec,north carolina
female,TN,1,age_18-29,Some post sec,tennessee
female,MD,1,age_45-59,Grad degree,maryland
male,FL,0,age_45-59,Grad degree,florida
female,TN,1,age_60_or_more,Post sec +,tennessee
female,PA,1,age_30-44,Post sec +,pennsylvania
female,AZ,1,age_60_or_more,Post sec +,arizona
female,IL,0,age_18-29,High school or less,illinois
female,OH,1,age_45-59,Some post sec,ohio
female,NJ,1,age_45-59,Post sec +,new jersey
female,VT,0,age_45-59,Post sec +,vermont
female,MO,0,age_60_or_more,Some post sec,missouri
female,NY,1,age_18-29,High school or less,new york
female,AL,1,age_30-44,Some post sec,alabama
female,NV,1,age_60_or_more,Post sec +,nevada
female,VA,1,age_60_or_more,Post sec +,virginia
female,WA,1,age_30-44,Grad degree,washington
female,IN,0,age_60_or_more,High school or less,indiana
female,CA,1,age_60_or_more,Post sec +,california
male,CA,1,age_30-44,Post sec +,california
female,MS,0,age_60_or_more,Some post sec,mississippi
male,CA,1,age_60_or_more,Post sec +,california
female,MO,1,age_30-44,High school or less,missouri
female,MO,1,age_60_or_more,Some post sec,missouri
male,IL,1,age_18-29,Some post sec,illinois
male,FL,1,age_45-59,Post sec +,florida
female,MO,1,age_60_or_more,Post sec +,missouri
female,TX,1,age_18-29,Post sec +,texas
female,TX,1,age_45-59,Post sec +,texas
male,CA,0,age_30-44,Grad degree,california
male,AR,0,age_60_or_more,Grad degree,arkansas
female,CA,1,age_30-44,High school or less,california
female,FL,1,age_30-44,Some post sec,florida
male,FL,0,age_30-44,High school or less,florida
male,NY,1,age_18-29,High school or less,new york
male,CA,1,age_30-44,Post sec +,california
male,NY,0,age_60_or_more,Post sec +,new york
male,PA,1,age_30-44,Post sec +,pennsylvania
female,AZ,0,age_30-44,Some post sec,arizona
female,IL,0,age_60_or_more,Post sec +,illinois
female,IL,1,age_30-44,High school or less,illinois
male,NY,1,age_60_or_more,Post sec +,new york
female,IL,1,age_18-29,Post sec +,illinois
female,GA,0,age_60_or_more,High school or less,georgia
male,MO,0,age_45-59,High school or less,missouri
male,FL,1,age_45-59,High school or less,florida
female,NJ,0,age_30-44,Grad degree,new jersey
male,WA,0,age_60_or_more,Post sec +,washington
male,CO,0,age_30-44,Some post sec,colorado
female,CA,1,age_18-29,High school or less,california
female,TX,0,age_45-59,Some post sec,texas
male,KY,1,age_30-44,Grad degree,kentucky
female,FL,0,age_60_or_more,Post sec +,florida
male,IN,1,age_60_or_more,Some post sec,indiana
female,NY,1,age_60_or_more,Post sec +,new york
female,CT,1,age_30-44,Post sec +,connecticut
male,NJ,0,age_18-29,High school or less,new jersey
male,CA,1,age_30-44,High school or less,california
female,IA,0,age_45-59,High school or less,iowa
female,PA,1,age_45-59,High school or less,pennsylvania
female,AZ,0,age_18-29,High school or less,arizona
female,MI,0,age_45-59,High school or less,michigan
male,IA,1,age_45-59,Post sec +,iowa
male,FL,0,age_18-29,Post sec +,florida
female,TN,1,age_18-29,High school or less,tennessee
male,VA,0,age_18-29,High school or less,virginia
male,MO,1,age_45-59,Grad degree,missouri
female,CA,1,age_30-44,Grad degree,california
male,IN,1,age_18-29,High school or less,indiana
male,VA,1,age_30-44,Post sec +,virginia
female,MI,1,age_60_or_more,Some post sec,michigan
male,FL,1,age_45-59,Grad degree,florida
male,VA,1,age_30-44,Some post sec,virginia
male,PA,0,age_60_or_more,Post sec +,pennsylvania
female,MA,1,age_30-44,High school or less,massachusetts
female,OH,1,age_30-44,High school or less,ohio
male,CO,1,age_18-29,Grad degree,colorado
female,CA,1,age_30-44,Grad degree,california
female,LA,0,age_18-29,Some post sec,louisiana
male,FL,1,age_60_or_more,Post sec +,florida
male,NC,1,age_60_or_more,Post sec +,north carolina
male,MD,0,age_45-59,Post sec +,maryland
female,NY,1,age_18-29,Post sec +,new york
female,MA,1,age_60_or_more,Some post sec,massachusetts
male,OH,1,age_30-44,Post sec +,ohio
female,CA,1,age_45-59,Some post sec,california
female,OR,1,age_30-44,Some post sec,oregon
male,MO,1,age_30-44,Post sec +,missouri
male,MD,1,age_60_or_more,Some post sec,maryland
female,KY,0,age_30-44,High school or less,kentucky
male,WA,1,age_60_or_more,Some post sec,washington
female,NH,0,age_45-59,High school or less,new hampshire
female,CA,1,age_30-44,Post sec +,california
female,FL,1,age_30-44,Some post sec,florida
female,CT,0,age_30-44,High school or less,connecticut
male,CA,1,age_18-29,High school or less,california
male,KS,0,age_45-59,Post sec +,kansas
male,CA,1,age_45-59,High school or less,california
female,TX,0,age_60_or_more,High school or less,texas
female,WV,1,age_60_or_more,High school or less,west virginia
male,NY,1,age_45-59,Some post sec,new york
female,TX,0,age_18-29,Post sec +,texas
female,GA,1,age_30-44,High school or less,georgia
female,LA,0,age_60_or_more,Post sec +,louisiana
male,TX,1,age_30-44,Some post sec,texas
male,OH,0,age_18-29,Some post sec,ohio
male,CA,0,age_30-44,Grad degree,california
female,WI,1,age_30-44,High school or less,wisconsin
female,MO,0,age_30-44,High school or less,missouri
female,RI,1,age_30-44,High school or less,rhode island
male,KY,1,age_18-29,High school or less,kentucky
female,GA,1,age_30-44,Post sec +,georgia
female,MD,1,age_30-44,Some post sec,maryland
female,NY,1,age_30-44,Grad degree,new york
male,MO,0,age_60_or_more,Post sec +,missouri
male,FL,0,age_18-29,High school or less,florida
male,OK,0,age_45-59,Post sec +,oklahoma
female,PA,1,age_60_or_more,Post sec +,pennsylvania
female,AZ,0,age_30-44,Some post sec,arizona
male,IL,1,age_60_or_more,Post sec +,illinois
male,MI,1,age_18-29,High school or less,michigan
female,TX,1,age_30-44,High school or less,texas
female,NJ,0,age_30-44,Post sec +,new jersey
male,CA,0,age_18-29,Grad degree,california
female,GA,0,age_30-44,High school or less,georgia
female,KS,0,age_45-59,High school or less,kansas
male,TX,1,age_18-29,High school or less,texas
male,IN,1,age_45-59,Post sec +,indiana
female,IN,1,age_45-59,High school or less,indiana
female,WI,1,age_18-29,Some post sec,wisconsin
female,NC,0,age_30-44,Post sec +,north carolina
female,ID,1,age_30-44,Post sec +,idaho
female,NY,1,age_30-44,Some post sec,new york
male,CA,1,age_30-44,High school or less,california
female,FL,1,age_18-29,High school or less,florida
female,OH,1,age_45-59,Some post sec,ohio
female,FL,1,age_18-29,Grad degree,florida
male,NY,1,age_45-59,Some post sec,new york
male,AZ,1,age_30-44,Post sec +,arizona
female,PA,0,age_30-44,Grad degree,pennsylvania
male,CO,1,age_60_or_more,Post sec +,colorado
male,NE,0,age_60_or_more,Grad degree,nebraska
female,KY,0,age_18-29,High school or less,kentucky
female,PA,0,age_18-29,Some post sec,pennsylvania
male,WI,1,age_30-44,Post sec +,wisconsin
male,NY,1,age_45-59,High school or less,new york
male,NJ,0,age_60_or_more,Post sec +,new jersey
male,NM,1,age_60_or_more,Post sec +,new mexico
male,OK,0,age_30-44,Post sec +,oklahoma
female,VA,0,age_18-29,High school or less,virginia
male,OK,1,age_45-59,Post sec +,oklahoma
male,IL,0,age_45-59,Post sec +,illinois
male,FL,0,age_30-44,Some post sec,florida
female,DE,1,age_60_or_more,Post sec +,delaware
male,DC,0,age_30-44,Grad degree,district of columbia
female,FL,1,age_18-29,High school or less,florida
male,CA,1,age_30-44,Post sec +,california
male,CT,1,age_60_or_more,Some post sec,connecticut
male,TX,0,age_60_or_more,Some post sec,texas
male,FL,1,age_30-44,Some post sec,florida
female,MD,1,age_18-29,High school or less,maryland
male,MD,1,age_18-29,High school or less,maryland
male,CT,1,age_18-29,Some post sec,connecticut
female,MA,0,age_30-44,Some post sec,massachusetts
female,TN,1,age_60_or_more,High school or less,tennessee
female,OR,1,age_30-44,High school or less,oregon
male,FL,1,age_18-29,High school or less,florida
female,CA,1,age_45-59,High school or less,california
male,PA,1,age_45-59,Grad degree,pennsylvania
male,TN,0,age_45-59,Post sec +,tennessee
female,AZ,1,age_18-29,Some post sec,arizona
male,FL,1,age_60_or_more,Some post sec,florida
female,TX,1,age_45-59,Post sec +,texas
male,WI,0,age_18-29,Post sec +,wisconsin
male,MI,1,age_45-59,High school or less,michigan
female,CA,0,age_18-29,Some post sec,california
male,PA,0,age_60_or_more,High school or less,pennsylvania
female,IL,1,age_30-44,Some post sec,illinois
male,CO,0,age_30-44,Grad degree,colorado
male,OH,1,age_60_or_more,Post sec +,ohio
female,GA,0,age_60_or_more,High school or less,georgia
male,WA,1,age_30-44,High school or less,washington
male,TX,0,age_30-44,Grad degree,texas
male,NJ,0,age_60_or_more,Grad degree,new jersey
male,OH,0,age_45-59,High school or less,ohio
female,OR,0,age_30-44,Some post sec,oregon
male,MN,1,age_30-44,Some post sec,minnesota
male,MN,0,age_30-44,Post sec +,minnesota
male,VT,1,age_30-44,High school or less,vermont
male,FL,1,age_60_or_more,High school or less,florida
female,WA,0,age_60_or_more,Post sec +,washington
male,IL,1,age_60_or_more,Some post sec,illinois
male,OH,1,age_45-59,High school or less,ohio
male,MI,0,age_60_or_more,Post sec +,michigan
male,OR,1,age_60_or_more,High school or less,oregon
male,WA,0,age_60_or_more,Some post sec,washington
female,NY,1,age_60_or_more,Post sec +,new york
male,MN,0,age_30-44,Grad degree,minnesota
male,FL,1,age_45-59,Post sec +,florida
female,NE,0,age_45-59,Post sec +,nebraska
male,OH,1,age_45-59,Post sec +,ohio
female,CO,1,age_18-29,Some post sec,colorado
female,CA,1,age_18-29,High school or less,california
female,MA,1,age_18-29,High school or less,massachusetts
male,WA,1,age_60_or_more,Post sec +,washington
female,MD,1,age_60_or_more,Some post sec,maryland
female,TX,1,age_45-59,Grad degree,texas
male,ID,0,age_45-59,Some post sec,idaho
male,OH,0,age_45-59,High school or less,ohio
female,GA,1,age_45-59,Some post sec,georgia
male,GA,0,age_30-44,High school or less,georgia
female,TX,1,age_45-59,Some post sec,texas
female,NY,1,age_45-59,High school or less,new york
male,NJ,0,age_30-44,Post sec +,new jersey
female,MN,1,age_45-59,Some post sec,minnesota
male,VA,1,age_45-59,Post sec +,virginia
male,IL,0,age_60_or_more,Some post sec,illinois
male,CA,0,age_45-59,Post sec +,california
female,TX,1,age_18-29,High school or less,texas
female,NY,0,age_60_or_more,Some post sec,new york
female,TX,1,age_45-59,Grad degree,texas
female,IL,1,age_60_or_more,Post sec +,illinois
male,FL,1,age_30-44,Post sec +,florida
male,NJ,0,age_30-44,Post sec +,new jersey
male,CA,1,age_60_or_more,Post sec +,california
female,VA,0,age_45-59,Post sec +,virginia
female,NC,1,age_30-44,Some post sec,north carolina
female,NY,0,age_45-59,Some post sec,new york
male,HI,1,age_45-59,Post sec +,hawaii
female,SC,1,age_30-44,High school or less,south carolina
female,MS,0,age_30-44,Post sec +,mississippi
male,NC,1,age_60_or_more,Post sec +,north carolina
male,MO,0,age_45-59,High school or less,missouri
female,KY,0,age_30-44,High school or less,kentucky
male,NY,1,age_30-44,Grad degree,new york
female,NY,1,age_45-59,High school or less,new york
male,IL,0,age_45-59,Some post sec,illinois
male,NJ,0,age_60_or_more,Post sec +,new jersey
female,CA,0,age_30-44,Some post sec,california
female,IL,0,age_30-44,Some post sec,illinois
male,FL,0,age_30-44,Some post sec,florida
female,FL,1,age_60_or_more,Some post sec,florida
male,NY,0,age_30-44,Grad degree,new york
female,CA,1,age_18-29,High school or less,california
male,VA,1,age_60_or_more,Post sec +,virginia
female,KY,1,age_60_or_more,Some post sec,kentucky
female,KS,0,age_60_or_more,Some post sec,kansas
female,NJ,1,age_45-59,High school or less,new jersey
female,FL,1,age_45-59,Post sec +,florida
female,MD,1,age_45-59,High school or less,maryland
female,NE,1,age_45-59,Post sec +,nebraska
male,NY,1,age_30-44,Post sec +,new york
female,MT,0,age_30-44,Some post sec,montana
female,GA,1,age_30-44,Post sec +,georgia
female,FL,0,age_60_or_more,Post sec +,florida
female,WA,1,age_18-29,Post sec +,washington
male,NJ,1,age_60_or_more,Post sec +,new jersey
male,IL,1,age_30-44,Some post sec,illinois
male,IL,1,age_30-44,Some post sec,illinois
female,OH,1,age_18-29,High school or less,ohio
female,NY,1,age_45-59,Grad degree,new york
female,CO,1,age_18-29,High school or less,colorado
male,NY,1,age_30-44,High school or less,new york
male,MI,0,age_60_or_more,High school or less,michigan
female,TX,0,age_30-44,Post sec +,texas
male,CT,1,age_60_or_more,Grad degree,connecticut
female,WV,1,age_18-29,Some post sec,west virginia
male,NY,0,age_45-59,Grad degree,new york
female,IN,0,age_30-44,High school or less,indiana
male,AZ,1,age_18-29,High school or less,arizona
female,OH,1,age_18-29,Post sec +,ohio
female,FL,0,age_30-44,High school or less,florida
female,SD,1,age_18-29,High school or less,south dakota
female,WI,0,age_18-29,Some post sec,wisconsin
female,OH,1,age_18-29,Some post sec,ohio
female,CA,1,age_60_or_more,Some post sec,california
male,CA,1,age_18-29,Some post sec,california
female,PA,0,age_30-44,Post sec +,pennsylvania
female,FL,1,age_60_or_more,Post sec +,florida
female,KY,1,age_18-29,Some post sec,kentucky
female,KY,1,age_30-44,High school or less,kentucky
female,NC,1,age_18-29,High school or less,north carolina
female,IA,1,age_30-44,Grad degree,iowa
female,CA,1,age_45-59,High school or less,california
female,SD,0,age_45-59,Post sec +,south dakota
female,TX,1,age_60_or_more,Grad degree,texas
female,PA,1,age_30-44,Post sec +,pennsylvania
female,NY,1,age_30-44,High school or less,new york
female,SC,0,age_45-59,High school or less,south carolina
female,WI,1,age_30-44,Post sec +,wisconsin
female,KY,1,age_30-44,Post sec +,kentucky
female,PA,1,age_60_or_more,Grad degree,pennsylvania
female,KS,0,age_45-59,Grad degree,kansas
female,NY,1,age_30-44,Post sec +,new york
female,PA,1,age_45-59,Post sec +,pennsylvania
female,IA,1,age_30-44,Post sec +,iowa
male,NY,1,age_45-59,Post sec +,new york
female,TX,0,age_18-29,High school or less,texas
male,FL,0,age_30-44,Grad degree,florida
female,TX,1,age_30-44,Post sec +,texas
female,KY,0,age_45-59,Some post sec,kentucky
female,PA,1,age_45-59,Some post sec,pennsylvania
male,NY,1,age_30-44,Grad degree,new york
female,DC,0,age_30-44,Grad degree,district of columbia
male,GA,1,age_60_or_more,High school or less,georgia
female,MI,1,age_45-59,Some post sec,michigan
male,FL,0,age_30-44,Post sec +,florida
female,FL,0,age_60_or_more,High school or less,florida
female,OR,1,age_45-59,Post sec +,oregon
female,CT,0,age_45-59,Post sec +,connecticut
female,IN,1,age_60_or_more,Some post sec,indiana
female,OR,1,age_45-59,Some post sec,oregon
male,CA,0,age_60_or_more,Grad degree,california
female,IL,1,age_60_or_more,Post sec +,illinois
male,TX,1,age_30-44,Post sec +,texas
female,GA,1,age_45-59,Post sec +,georgia
female,UT,1,age_18-29,High school or less,utah
male,NJ,0,age_30-44,Grad degree,new jersey
male,NY,0,age_60_or_more,Post sec +,new york
male,GA,1,age_30-44,Post sec +,georgia
female,AL,0,age_60_or_more,Post sec +,alabama
female,CA,0,age_60_or_more,Post sec +,california
male,PA,1,age_18-29,Post sec +,pennsylvania
male,NC,0,age_45-59,High school or less,north carolina
female,MI,0,age_60_or_more,High school or less,michigan
male,OH,0,age_60_or_more,Post sec +,ohio
male,AR,0,age_45-59,High school or less,arkansas
female,AZ,0,age_45-59,Some post sec,arizona
female,OR,1,age_45-59,Some post sec,oregon
male,GA,0,age_45-59,High school or less,georgia
male,NY,1,age_45-59,Post sec +,new york
female,MN,1,age_45-59,Post sec +,minnesota
male,CA,1,age_45-59,Post sec +,california
female,NV,1,age_45-59,Some post sec,nevada
male,TN,1,age_18-29,High school or less,tennessee
male,MN,0,age_45-59,Some post sec,minnesota
female,FL,1,age_30-44,High school or less,florida
male,NY,0,age_18-29,Grad degree,new york
female,KY,0,age_30-44,High school or less,kentucky
male,AL,1,age_60_or_more,Post sec +,alabama
female,WA,1,age_45-59,Post sec +,washington
male,FL,1,age_18-29,High school or less,florida
female,CT,1,age_45-59,Some post sec,connecticut
male,MT,0,age_18-29,Some post sec,montana
